svm_mean,svm_std,d_svm_mean,d_svm_std
14.08665289,7.413538139,4.094364114,3.236977809
13.51208954,7.061183821,3.977393638,2.913245833
13.24993959,6.829633659,3.620925118,2.450332852
13.13772352,7.051484765,3.704008405,2.671425281
13.30904715,7.053835103,3.837727445,2.840627585
13.12336432,7.027555472,3.885585454,2.939173996
13.36733474,7.03712758,3.971145445,2.961155379
13.46223134,6.91544427,3.687155235,2.742562691
13.41274683,6.976116609,3.459316174,2.548031242
13.33779267,7.036372925,3.596815734,2.623655858
13.37452981,6.851093928,3.701766144,2.69697673
13.13348885,6.884608497,3.459670264,2.544189902
13.01989754,6.801494546,3.502405462,2.621185453
13.21606706,6.803959183,3.557882069,2.602171943
13.29484162,6.986333922,3.276148787,2.547533362
13.04789468,6.781099628,3.542299602,2.911993073
13.07068265,6.678892804,4.019069894,3.16754746
13.3484575,6.656593176,3.747828442,2.900424753
13.25227688,6.34037283,3.695340519,2.711887418
13.83272783,6.540094464,4.432786234,3.445443626
14.49376424,7.083949521,4.860827329,3.612976491
14.08214337,6.631085396,4.135245373,3.176588263
13.69182417,6.041766775,3.684791831,3.03071563
14.14411132,6.62472658,4.380964682,3.334516707
13.86288284,6.824690223,4.359359387,3.280032154
13.04977188,6.367868122,3.673525923,2.841863793
12.96894125,6.235023724,3.508620686,2.709101565
13.17919158,6.238653633,3.260545541,2.546283053
13.21464333,6.057724337,3.228617971,2.357405582
13.21969748,6.203636698,3.408781901,2.541530721
13.91228513,6.635379073,4.187431705,3.248994684
13.97945231,6.488802683,4.368593558,3.250952178
13.8106702,6.097436267,3.891498623,3.025828021
13.91063789,6.228710384,4.136347479,3.120854134
13.6479474,6.249409525,4.084543912,2.983875296
14.15664648,6.241552756,4.087648296,3.073057145
14.12621134,6.312837331,4.114441876,3.010384136
14.09836311,6.472548528,4.179279098,3.176333745
14.10621436,6.713219052,4.161669925,3.133641356
13.75822565,6.705574076,3.838432007,2.833438374
14.33556258,6.839977525,4.083766437,3.226535397
14.62438177,6.645148602,4.05140861,3.19017279
13.81301963,6.385254611,3.722658418,2.889023317
13.8927612,6.288866701,3.624253426,2.793196293
14.67749567,6.256149909,3.802151002,2.74954271
14.02882233,6.254648162,3.749353833,2.916548248
14.3318381,5.815911282,3.725939258,2.777540692
14.12000028,5.690194788,3.555192638,2.800044282
13.98492259,6.253297742,3.680880903,2.919893396
14.22120885,6.248447606,4.039995413,2.844911934
